"ControllerId","RoadmapOrder","SourceBatchId","ControllerStatus","CompletionStatus","SourceEditsAllowedNow","SourceEditsMade","Reason","RequiredUserInputOrApproval","GateRows","VerificationStatus","CommitStatus","ReviewedAt","Notes"
"SOURCE-BATCH-CONTROLLER","11","SOURCE-BATCH-011","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-011 implemented MagicScissors stale/null/backpack guards while preserving backpack message, target range, ownership rule, artifact policy, all item transforms, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-011-magicscissors-guard-repair-closeout.md.","MagicScissors.cs gate hits=0; active overlay MagicScissors matches=0; no POST-BATCH-Y gate crossed.","Targeted MagicScissors source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-011 batch commit; final hash is reported by git history.","2026-06-16T18:22:39.1548451-05:00","Closed. SOURCE-BATCH-012+ remains pending candidate discovery because the current candidate list is exhausted."
"SOURCE-BATCH-CONTROLLER","12","SOURCE-BATCH-012","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-012 implemented BalancingDeed stale/null/backpack guards while preserving BaseRanged eligibility, Balanced flag behavior, RootParent ownership, messages, deed deletion, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-012-balancingdeed-guard-repair-closeout.md.","BalancingDeed.cs gate hits=0; active overlay BalancingDeed matches=0; no POST-BATCH-Y gate crossed.","Targeted BalancingDeed source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-012 batch commit; final hash is reported by git history.","2026-06-16T18:32:00.1198582-05:00","Closed. SOURCE-BATCH-013+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","13","SOURCE-BATCH-013","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-013 implemented HydraTooth stale/null/backpack guards while preserving DesignContext, pack message, SummonSkeletonSpell construction, Cast behavior, item id/name/amount/stacking, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-013-hydratooth-guard-repair-closeout.md.","HydraTooth.cs gate hits=0; active overlay HydraTooth matches=0; no POST-BATCH-Y gate crossed.","Targeted HydraTooth source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-013 batch commit; final hash is reported by git history.","2026-06-16T18:37:56.3208151-05:00","Closed. SOURCE-BATCH-014+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","14","SOURCE-BATCH-014","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-014 implemented MagicHammer stale/null/backpack guards while preserving backpack message, target range, ownership rule, artifact policy, item transforms, weapon replacement/deletion behavior, sounds, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-014-magichammer-guard-repair-closeout.md.","MagicHammer.cs gate hits=0; active overlay MagicHammer matches=0; no POST-BATCH-Y gate crossed.","Targeted MagicHammer source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-014 batch commit; final hash is reported by git history.","2026-06-16T18:43:10.0827741-05:00","Closed. SOURCE-BATCH-015+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","15","SOURCE-BATCH-015","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-015 implemented BookofDead stale/null/backpack guards while preserving backpack message, Necromancy threshold, Spiritualism math, follower requirement, resource consumption, corpse creation/control behavior, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-015-bookofdead-guard-repair-closeout.md.","BookofDead.cs gate hits=0; active overlay BookofDead matches=0; no POST-BATCH-Y gate crossed.","Targeted BookofDead source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-015 batch commit; final hash is reported by git history.","2026-06-16T18:47:37.0216166-05:00","Closed. SOURCE-BATCH-016+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","16","SOURCE-BATCH-016","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-016 implemented MagicPigment stale/null/backpack guards while preserving randomized pigment names, backpack-use message, target range, backpack-as-target rule, in-backpack paint rule, exclusions, hue assignment/reset, RevealingAction, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-016-magicpigment-guard-repair-closeout.md.","MagicPigment.cs gate hits=0; active overlay MagicPigment matches=0; no POST-BATCH-Y gate crossed.","Targeted MagicPigment source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-016 batch commit; final hash is reported by git history.","2026-06-16T18:52:04.9029004-05:00","Closed. Current SOURCE-BATCH-012 candidate list is exhausted; SOURCE-BATCH-017+ remains pending candidate discovery."
"SOURCE-BATCH-CONTROLLER","17","SOURCE-BATCH-017","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-017 implemented PromotionalToken stale/null/backpack/gump-response guards while preserving pack message, gump layout/buttons/text, ButtonID 1 redemption path, CreateItemFor, bank delivery, receive message, token deletion, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-017-promotionaltoken-guard-repair-closeout.md.","PromotionalToken.cs gate hits=0; active overlay PromotionalToken matches=0; no POST-BATCH-Y gate crossed.","Targeted PromotionalToken source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/timer/packet/region/startup/project/XML/config/data/reorganization changes beyond the named gump-response guard repair; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-017 batch commit; final hash is reported by git history.","2026-06-16T19:03:28.5856904-05:00","Closed. SOURCE-BATCH-018+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","18","SOURCE-BATCH-018","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-018 implemented MagicalDyes stale/null/backpack guards while preserving randomized dye names/hues, backpack-use message, target range, backpack-as-target rule, in-backpack dye rule, exclusions, hue assignment/reset, RevealingAction, sound, Bottle return, Consume semantics, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-018-magicaldyes-guard-repair-closeout.md.","MagicalDyes.cs gate hits=0; active overlay MagicalDyes matches=0; no POST-BATCH-Y gate crossed.","Targeted MagicalDyes source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-018 batch commit; final hash is reported by git history.","2026-06-16T19:08:27.3028568-05:00","Closed. SOURCE-BATCH-019+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","19","SOURCE-BATCH-019","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-019 implemented AllDyeTubsArmor stale/null/source-tub/target guards while preserving AllowPack behavior, target range, armor/shield eligibility, 100 gold cost behavior, charged tub deletion/charge decrement behavior, hue assignment, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-019-alldyetubsarmor-guard-repair-closeout.md.","AllDyeTubsArmor.cs gate hits=0; active overlay AllDyeTubsArmor matches=0; no POST-BATCH-Y gate crossed.","Targeted AllDyeTubsArmor source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-019 batch commit; final hash is reported by git history.","2026-06-16T19:13:19.7195952-05:00","Closed. SOURCE-BATCH-020+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","20","SOURCE-BATCH-020","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-020 implemented AllDyeTubsWeapon stale/null/source-tub/target guards while preserving AllowPack behavior, target range, weapon eligibility, 100 gold cost behavior, charged tub deletion/charge decrement behavior, hue assignment, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-020-alldyetubsweapon-guard-repair-closeout.md.","AllDyeTubsWeapon.cs gate hits=0; active overlay AllDyeTubsWeapon matches=0; no POST-BATCH-Y gate crossed.","Targeted AllDyeTubsWeapon source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-020 batch commit; final hash is reported by git history.","2026-06-16T19:19:55.8367442-05:00","Closed. SOURCE-BATCH-021+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","21","SOURCE-BATCH-021","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-021 implemented AllDyeTubsFurniture stale/null/source-tub/target guards while preserving AllowPack behavior, target range, furniture eligibility, 100 gold cost behavior, charged tub deletion/charge decrement behavior, hue assignment, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-021-alldyetubsfurniture-guard-repair-closeout.md.","AllDyeTubsFurniture.cs gate hits=0; active overlay AllDyeTubsFurniture matches=0; no POST-BATCH-Y gate crossed.","Targeted AllDyeTubsFurniture source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-021 batch commit; final hash is reported by git history.","2026-06-16T19:24:10.9554142-05:00","Closed. SOURCE-BATCH-022+ remains pending candidate discovery because source-batch-017-candidate-discovery.csv is exhausted."
"SOURCE-BATCH-CONTROLLER","22","SOURCE-BATCH-022","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-022 implemented AllDyeTubsBookRune stale/null/source-tub/target guards while preserving AllowPack behavior, target range, Runebook eligibility, 100 gold cost behavior, charged tub deletion/charge decrement behavior, hue assignment, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-022-alldyetubsbookrune-guard-repair-closeout.md.","AllDyeTubsBookRune.cs gate hits=0; active overlay AllDyeTubsBookRune matches=0; no POST-BATCH-Y gate crossed.","Targeted AllDyeTubsBookRune source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-022 batch commit; final hash is reported by git history.","2026-06-16T19:31:49.9389645-05:00","Closed. SOURCE-BATCH-023+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","23","SOURCE-BATCH-023","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-023 implemented AllDyeTubsBookSpell stale/null/source-tub/target guards while preserving AllowPack behavior, target range, Spellbook eligibility, 100 gold cost behavior, charged tub deletion/charge decrement behavior, hue assignment, sound, messages, serialization, region/map behavior, economy/reward tuning, staff/access behavior, and layout.","None. Source batch closeout is recorded in source-batch-023-alldyetubsbookspell-guard-repair-closeout.md.","AllDyeTubsBookSpell.cs gate hits=0; active overlay AllDyeTubsBookSpell matches=0; no POST-BATCH-Y gate crossed.","Targeted AllDyeTubsBookSpell source scan passed; serializer diff scan showed no serialization changes; forbidden-surface diff scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warnings only; generated root build artifacts restored.","Committed by the focused SOURCE-BATCH-023 batch commit; final hash is reported by git history.","2026-06-16T19:35:56.9822424-05:00","Closed. SOURCE-BATCH-024+ remains pending the next concrete non-gated source target."
"SOURCE-BATCH-CONTROLLER","24","SOURCE-BATCH-024+","PendingConcreteSourceTarget","NoConcreteRequestAvailable","No","No","Next sequential non-gated candidate is AllDyeTubsMountEthereal from source-batch-022-candidate-discovery.csv if preflight remains zero-gate and zero-overlay.","Confirm POST-BATCH-Y and active overlay preflight before implementation.","None crossed; POST-BATCH-Y preflight required for this future instance.","No source verification required for placeholder row.","No source-batch commit for placeholder row.","2026-06-16T19:35:56.9822424-05:00","No SOURCE-BATCH-024+ instance is opened in this row."
"SOURCE-BATCH-CONTROLLER","25","GATED-SOURCE-BATCH-STAFF","BlockedPendingApproval","BlockedPendingExplicitApproval","No","No","Roadmap marks staff/access changes as conditional only. No explicit approval names staff tooling or command-access gate rows, systems/files, and intended behavior.","Explicit approval to cross staff tooling or command-access fences, with exact systems/files and intended policy.","Staff tooling AcceptedFence=32; Command access AcceptedFence=2.","Controller verified gate counts only; no source verification required because no source files changed.","No source-batch commit; controller closeout commit records blocked-pending-approval state.","2026-06-15T12:47:55.6250644-05:00","Do not edit staff workflow/access source until approval exists."
"SOURCE-BATCH-CONTROLLER","26","GATED-SOURCE-BATCH-BALANCE","BlockedPendingApproval","BlockedPendingExplicitApproval","No","No","Roadmap marks economy/reward tuning as conditional only. No gameplay/design approval names specific economy/reward loop gate rows and intended tuning policy.","Explicit gameplay/design approval naming relationship/system/reward path and desired tuning policy.","Economy and reward loops AcceptedFence=26.","Controller verified gate counts only; no source verification required because no source files changed.","No source-batch commit; controller closeout commit records blocked-pending-approval state.","2026-06-15T12:47:55.6250644-05:00","Do not edit balance/economy source until approval exists."
"SOURCE-BATCH-CONTROLLER","27","GATED-SOURCE-BATCH-REGION","BlockedPendingApproval","BlockedPendingExplicitApproval","No","No","Roadmap marks region/map behavior changes as conditional only. No policy approval names specific region/map gate rows and intended behavior or precedence change.","Explicit policy approval naming travel, spawning, PvP, housing, government, vendor, map, region, or region-precedence behavior.","Region and map assumptions AcceptedFence=23.","Controller verified gate counts only; no source verification required because no source files changed.","No source-batch commit; controller closeout commit records blocked-pending-approval state.","2026-06-15T12:47:55.6250644-05:00","Do not edit region/map policy source until approval exists."
"SOURCE-BATCH-CONTROLLER","28","GATED-SOURCE-BATCH-HOUSEFOUNDATION","BlockedPendingApproval","BlockedPendingExplicitApproval","No","No","Roadmap marks HouseFoundation serializer migration as conditional only. No save-migration approval chooses preserve-current order, conversion, or dual-format loader strategy.","Explicit save-migration approval choosing serializer strategy and old-save compatibility expectations.","Save compatibility BlocksOnlyThisDomain=1 for RB-00724 HouseFoundation.","Controller verified gate counts only; no source verification required because no source files changed.","No source-batch commit; controller closeout commit records blocked-pending-approval state.","2026-06-15T12:47:55.6250644-05:00","Do not edit HouseFoundation serializer ordering or migration until approval exists."
"SOURCE-BATCH-CONTROLLER","29","GATED-SOURCE-BATCH-REORG","BlockedPendingApproval","BlockedPendingExplicitApproval","No","No","Roadmap marks reorganization as conditional only and last. No reorganization approval names exact systems/files, namespace/type policy, and rollback expectations.","Explicit reorganization approval naming systems/files, namespace/type policy, and rollback expectations.","Folder and namespace cleanup BlocksOnlyThisDomain=6.","Controller verified gate counts only; no source verification required because no source files changed.","No source-batch commit; controller closeout commit records blocked-pending-approval state.","2026-06-15T12:47:55.6250644-05:00","Do not perform folder/namespace/package cleanup until approval exists."
